.06
055, XX, 303.37
060, XX, 303.37
051, XX, 303.37
076, XX, 303.37
085, XX, 303.37
068, 74, 304.39
043, 72, 304.54
080, 83, 304.55
070, 68, 304.57
082, 73, 305.18
078, 66, 305.23
060, XX, 305.23
063, XX, 305.23
069, XX, 305.23
072, 67, 305.41
061, XX, 305.41
077, XX, 305.41
062, XX, 305.41
041, XX, 305.41
080, 81, 305.44
080, XX, 305.44
080, 76, 307.71
052, 66, 307.72
060, 72, 307.72
068, 58, 307.73
080, XX, 307.73
068, XX, 307.73
080, 72, 308.06
068, 73, 308.11
058, 53, 308.15
062, 58, 308.15
058, XX, 308.15
080, XX, 308.15
068, XX, 308.15
060, XX, 308.15
051, 70, 308.53
072, XX, 308.53
080, 74, 308.93
064, 57, 308.95
084, 81, 309.20
084, XX, 309.20
060, XX, 309.20
063, XX, 309.20
078, XX, 309.20
080, 69, 309.42
075, 73, 309.46
068, 68, 309.52
056, 67, 309.67
070, XX, 309.67
058, 66, 309.74
053, 60, 309.94
075, 84, 309.94
073, XX, 309.94
053, XX, 309.94
061, XX, 309.94
067, XX, 309.94
058, XX, 309.94
055, XX, 309.94
072, 62, 309.97
075, XX, 309.97
072, XX, 309.97
044, XX, 309.97
056, 72, 310.07
053, 65, 310.08
074, 73, 310.20
074, XX, 310.20
075, 76, 310.28
050, 75, 310.30
038, 71, 310.33
050, XX, 310.33
038, XX, 310.33
076, XX, 310.33
075, XX, 310.33
052, 62, 310.35
074, 80, 310.88
060, 60, 310.92
074, XX, 310.92
062, XX, 310.92
055, XX, 310.92
051, XX, 310.92
073, 82, 311.25
076, 77, 311.25
064, 69, 311.40
064, XX, 311.40
073, XX, 311.40
070, XX, 311.40
066, XX, 311.40
054, 75, 311.80
073, 94, 311.81
056, XX, 311.81
063, XX, 311.81
048, 69, 312.37
071, 80, 312.40
046, XX, 312.40
053, 69, 312.41
062, 90, 313.30
053, XX, 313.30
062, XX, 313.30
053, XX, 313.30
048, 67, 313.78
072, 81, 313.79
074, XX, 313.79
039, XX, 313.79
058, 64, 314.40
058, XX, 314.40
062, XX, 314.40
058, 66, 314.40
067, 76, 314.40
063, 77, 314.42
059, XX, 314.42
058, 66, 314.45
063, XX, 314.45
046, 59, 315.07
058, XX, 315.07
063, 69, 315.62
063, XX, 315.62
063, 56, 316.29
046, XX, 316.29
044, 82, 316.73
043, XX, 316.73
046, XX, 316.73
046, 67, 316.89
046, XX, 316.89
044, 67, 316.94
044, XX, 316.94
046, 67, 316.95
065, XX, 316.95
036, XX, 316.95
056, XX, 316.95
068, XX, 316.95
070, 70, 317.81
072, XX, 317.81
072, 77, 318.09
063, 76, 318.09
046, 66, 318.09
070, XX, 318.09
072, XX, 318.09
044, XX, 318.09
041, 52, 318.10
073, 82, 318.17
072, XX, 318.17
046, XX, 318.17
076, 73, 318.23
073, XX, 318.23
047, 66, 318.27
079, 73, 318.34
049, 83, 318.40
065, XX, 318.40
049, XX, 318.40
048, 87, 318.46
049, XX, 318.46
065, 83, 319.17
044, 77, 319.17
068, XX, 319.17
075, 75, 319.39
036, XX, 319.39
041, 62, 319.39
080, 79, 319.40
076, XX, 319.40
042, 72, 319.40
042, XX, 319.40
071, XX, 319.40
072, 87, 319.42
060, 82, 319.44
063, XX, 319.44
074, 76, 319.57
060, XX, 319.57
072, XX, 319.57
047, 71, 319.57
063, 67, 319.58
075, XX, 319.58
072, 81, 319.61
045, XX, 319.61
049, XX, 319.61
044, 68, 319.63
056, 90, 319.86
045, XX, 319.86
057, 61, 319.94
048, 62, 319.94
057, XX, 319.94
048, XX, 319.94
062, XX, 319.94
067, 71, 319.96
055, 84, 319.99
043, 70, 319.99
045, XX, 319.99
057, XX, 319.99
075, 75, 320.08
063, 52, 320.08
077, XX, 320.08
063, XX, 320.08
060, 34, 320.53
077, 70, 320.54
046, 64, 320.57
077, XX, 320.57
075, 78, 320.62
063, XX, 320.62
075, XX, 320.62
051, 77, 320.66
048, 75, 320.73
075, 79, 320.80
076, XX, 320.80
077, 75, 321.07
046, XX, 321.07
077, XX, 321.07
042, 67, 321.10
075, 77, 321.11
057, 72, 321.38
062, 61, 321.95
067, XX, 321.95
079, XX, 321.95
057, XX, 321.95
048, 76, 322.03
077, XX, 322.03
076, 73, 322.03
048, XX, 322.03
078, XX, 322.03
075, 66, 322.04
048, 71, 322.05
077, XX, 322.05
057, XX, 322.05
075, 82, 322.92
056, 74, 323.01
074, XX, 323.01
058, XX, 323.01
067, XX, 323.01
048, 64, 323.08
055, 57, 323.12
048, XX, 323.12
074, 62, 323.17
055, XX, 323.17
048, 76, 323.19
070, 69, 323.20
076, XX, 323.20
052, 61, 323.21
048, XX, 323.21
060, XX, 323.21
058, 73, 323.21
074, XX, 323.21
082, XX, 323.21
079, 79, 323.23
079, XX, 323.23
048, 90, 323.34
036, 87, 323.34
075, 94, 323.40
063, 97, 323.40
032, XX, 323.40
063, XX, 323.40
051, 64, 323.41
060, 67, 323.42
056, XX, 323.42
060, XX, 323.42
051, XX, 323.42
068, XX, 323.42
041, 63, 323.49
068, 73, 323.51
071, 78, 323.52
060, XX, 323.52
060, 71, 323.93
056, 80, 323.98
072, 86, 323.98
068, XX, 323.98
062, XX, 323.98
056, XX, 323.98
072, XX, 323.98
048, 63, 324.04
075, XX, 324.04
048, XX, 324.04
070, 66, 324.29
068, XX, 324.29
070, XX, 324.29
041, 57, 324.41
070, 81, 324.43
041, XX, 324.43
070, XX, 324.43
041, 81, 324.60
072, 75, 324.64
070, 68, 324.64
060, XX, 324.64
048, 73, 324.64
065, 71, 324.79
059, XX, 324.79
080, 79, 325.11
077, 62, 325.11
065, 83, 325.25
079, XX, 325.25
056, 54, 325.73
080, XX, 325.73
087, XX, 325.73
075, XX, 325.73
053, XX, 325.73
084, 64, 326.00
075, 61, 326.03
044, 55, 326.16
044, XX, 326.16
075, XX, 326.16
084, XX, 326.16
064, 79, 327.47
076, 61, 327.48
084, XX, 327.48
082, 78, 327.71
046, 58, 327.71
084, XX, 327.71
049, 67, 327.82
043, XX, 327.82
068, XX, 327.82
052, 67, 327.87
047, XX, 327.87
068, 67, 327.96
072, XX, 327.96
076, 74, 327.98
064, 62, 328.00
036, XX, 328.00
048, 56, 328.26
064, XX, 328.26
068, XX, 328.26
077, XX, 328.26
067, 54, 328.63
072, 64, 328.65
072, XX, 328.65
077, 68, 328.75
077, XX, 328.75
079, 71, 328.78
065, 62, 329.01
063, 65, 329.05
060, 52, 329.18
056, 56, 329.19
067, XX, 329.19
072, 71, 329.25
060, XX, 329.25
065, XX, 329.25
075, XX, 329.25
053, XX, 329.25
048, 45, 329.79
065, 57, 329.80
047, XX, 329.80
068, XX, 329.80
065, 61, 329.83
065, XX, 329.83
067, 60, 329.83
067, XX, 329.83
048, 56, 330.01
046, XX, 330.01
049, 76, 330.57
050, XX, 330.57
063, 53, 331.19
041, 61, 331.24
039, XX, 331.24
060, 52, 331.74
063, XX, 331.74
060, XX, 331.74
075, 62, 331.85
060, 69, 331.85
056, 70, 331.87
050, XX, 331.87
046, XX, 331.87
067, XX, 331.87
073, XX, 331.87
047, 77, 331.93
047, XX, 331.93
072, 71, 331.96
078, 61, 332.05
062, 67, 332.09
082, XX, 332.09
081, 72, 332.11
077, 73, 332.11
056, 59, 332.14
062, XX, 332.14
077, XX, 332.14
075, XX, 332.14
081, XX, 332.14
059, XX, 332.15
080, 67, 332.23
044, 70, 332.23
080, XX, 332.23
044, XX, 332.23
059, 61, 332.61
049, 45, 334.12
068, 50, 334.14
052, 56, 334.14
052, XX, 334.14
071, 63, 334.99
047, 54, 335.03
073, XX, 335.03
066, XX, 335.03
078, 60, 335.46
066, 51, 335.49
049, XX, 335.49
078, XX, 335.49
059, XX, 335.49
056, XX, 335.49
065, 51, 335.61
070, 48, 335.64
065, 55, 335.65
068, XX, 335.65
065, XX, 335.65
077, 53, 335.69
065, 58, 335.70
070, XX, 335.70
058, 61, 335.93
065, XX, 335.93
057, XX, 335.93
077, XX, 335.93
049, 57, 336.07
042, XX, 336.07
066, 55, 336.70
047, XX, 336.70
056, XX, 336.70
061, 55, 337.27
055, 48, 337.27
051, 62, 337.32
054, XX, 337.32
061, XX, 337.32
070, 52, 337.54
061, XX, 337.54
059, 63, 337.54
049, 64, 337.67
061, XX, 337.67
037, XX, 337.67
039, XX, 337.67
059, XX, 337.67
053, 59, 337.72
044, 70, 337.74
049, 82, 337.76
061, 69, 337.79
037, XX, 337.79
044, 66, 337.81
039, XX, 337.81
044, XX, 337.81
073, XX, 337.81
049, 64, 338.07
061, 80, 338.11
051, 57, 338.12
061, XX, 338.12
063, 62, 338.27
049, XX, 338.27
058, XX, 338.27
063, XX, 338.27
054, 60, 338.30
054, XX, 338.30
042, 84, 338.52
061, 57, 338.56
044, XX, 338.56
061, XX, 338.56
044, 62, 338.66
061, XX, 338.66
063, 64, 339.03
061, 57, 339.66
042, XX, 339.66
055, 53, 339.69
061, XX, 339.69
053, XX, 339.69
047, 72, 339.93
047, XX, 339.93
068, 85, 340.10
061, 77, 340.11
051, 53, 340.17
071, XX, 340.17
061, XX, 340.17
055, 70, 340.29
043, XX, 340.29
051, 69, 340.29
051, XX, 340.29
051, 63, 340.65
060, 68, 340.66
063, 74, 340.67
056, 61, 340.67
053, XX, 340.67
056, XX, 340.67
061, XX, 340.67
060, XX, 340.67
051, XX, 340.67
060, 94, 341.10
054, 56, 341.10
054, XX, 341.10
060, 76, 341.30
051, 52, 341.31
055, 60, 341.32
060, XX, 341.32
055, XX, 341.32
072, XX, 341.32
052, 62, 341.32
052, XX, 341.32
049, 68, 341.63
059, XX, 341.63
051, 82, 341.92
049, XX, 341.92
051, XX, 341.92
070, XX, 341.92
051, XX, 341.92
058, 72, 342.03
072, 82, 342.04
060, 75, 342.05
039, 67, 342.09
039, XX, 342.09
061, XX, 342.09
044, 93, 342.23
036, XX, 342.23
054, 79, 342.31
060, XX, 342.31
072, XX, 342.31
070, 95, 342.47
065, 78, 342.50
056, 52, 342.60
056, XX, 342.60
055, 59, 343.49
067, 51, 343.57
063, XX, 343.57
060, XX, 343.57
063, 85, 343.86
054, XX, 343.86
032, 66, 345.99
039, XX, 345.99
041, 67, 346.01
048, 73, 346.97
049, XX, 346.97
051, 68, 347.13
053, 68, 348.09
051, XX, 348.09
050, 69, 348.57
053, XX, 348.57
050, XX, 348.57
031, 67, 348.87
043, 65, 348.87
063, XX, 348.87
034, XX, 348.87
060, XX, 348.87
055, 56, 348.93
063, 85, 349.14
055, XX, 349.14
064, XX, 349.14
034, 79, 349.16
082, 70, 349.20
034, 73, 349.27
080, XX, 349.27
044, XX, 349.27
080, 77, 349.37
082, XX, 349.37
032, 85, 349.39
080, 73, 349.40
075, 70, 349.45
046, 71, 349.45
082, 70, 349.47
040, XX, 349.47
070, XX, 349.47
039, 71, 349.56
039, XX, 349.56
038, 72, 349.56
055, XX, 349.56
082, XX, 349.56
063, 88, 349.58
038, XX, 349.58
058, XX, 349.58
053, 63, 349.59
061, 56, 349.59
060, 68, 349.82
063, XX, 349.82
051, XX, 349.82
063, XX, 349.82
051, 71, 349.85
065, 72, 349.86
070, 72, 349.90
060, 70, 349.90
055, 68, 349.95
060, XX, 349.95
055, XX, 349.95
060, XX, 349.95
055, XX, 349.95
048, 40, 349.95
063, 34, 350.05
067, 34, 350.07
067, XX, 350.07
063, XX, 350.07
058, XX, 350.07
041, 68, 350.13
042, 76, 350.99
041, XX, 350.99
044, 77, 351.07
043, XX, 351.07
043, 68, 351.56
050, 57, 351.58
039, 52, 351.78
041, XX, 351.78
039, 55, 352.37
038, XX, 352.37
044, 57, 352.77
052, XX, 352.77
057, 54, 353.04
061, XX, 353.04
056, 60, 353.22
053, 66, 353.34
057, XX, 353.34
053, XX, 353.34
061, 62, 353.37
056, 69, 354.19
061, XX, 354.19
046, XX, 354.19
056, XX, 354.19
061, 58, 354.48
052, 61, 354.52
041, 59, 354.53
057, 58, 354.53
042, XX, 354.53
057, XX, 354.53
050, 62, 354.55
058, 48, 354.58
050, XX, 354.58
056, XX, 354.58
060, XX, 354.58
049, 53, 355.07
053, 45, 355.18
049, XX, 355.18
041, 58, 355.41
049, 52, 356.38
051, XX, 356.38
053, XX, 356.38
061, 59, 356.53
044, 58, 356.56
049, XX, 356.56
041, XX, 356.56
055, 51, 356.57
052, XX, 356.57
047, 65, 356.57
045, XX, 356.57
061, XX, 356.57
067, XX, 356.57
047, 56, 356.57
071, 70, 357.56
059, XX, 357.56
056, 67, 357.60
037, XX, 357.60
044, 50, 357.91
044, XX, 357.91
080, XX, 357.91
049, 52, 358.23
048, XX, 358.23
087, 84, 358.39
086, XX, 358.39
055, 72, 359.58
067, 55, 359.58
087, XX, 359.58
059, 77, 360.79
040, 66, 360.81
047, XX, 360.81
068, 55, 360.92
064, 55, 360.93
076, 60, 360.96
052, 70, 361.02
049, 63, 361.02
064, XX, 361.02
076, XX, 361.02
037, XX, 361.02
049, XX, 361.02
056, 69, 361.72
085, 91, 361.72
044, 73, 361.78
073, 62, 362.18
061, 57, 362.30
074, XX, 362.30
061, XX, 362.30
054, XX, 362.30
056, XX, 362.30
065, XX, 362.30
076, 94, 362.52
068, 57, 362.53
083, 83, 362.54
078, XX, 362.54
083, XX, 362.54
071, XX, 362.54
035, 74, 362.83
035, XX, 362.83
066, XX, 362.83
073, 91, 363.00
037, 68, 363.12
037, XX, 363.12
075, XX, 363.12
073, XX, 363.12
068, 83, 363.21
057, 73, 363.21
063, 80, 363.22
075, 75, 363.22
066, XX, 363.22
061, XX, 363.22
068, XX, 363.22
075, XX, 363.22
048, 57, 363.69
037, XX, 363.69
065, 78, 363.75
048, 55, 364.00
066, XX, 364.00
049, 79, 364.57
044, XX, 364.57
042, 79, 365.22
044, XX, 365.22
049, XX, 365.22
056, 80, 365.25
056, XX, 365.25
088, 82, 365.33
068, 68, 365.45
086, 90, 365.49
081, 82, 365.49
085, XX, 365.49
081, XX, 365.49
088, XX, 365.49
047, 74, 365.78
047, XX, 365.78
083, 67, 366.33
050, 81, 366.42
083, XX, 366.42
078, XX, 366.42
041, 74, 366.50
079, 76, 366.50
071, 69, 366.50
039, XX, 366.50
084, 76, 366.87
079, XX, 366.87
078, 69, 367.17
083, 63, 367.19
074, XX, 367.19
074, 64, 367.19
065, XX, 367.19
074, XX, 367.19
059, 55, 367.19
065, 62, 367.19
068, XX, 367.19
073, 54, 367.29
055, XX, 367.29
063, XX, 367.29
075, XX, 367.29
059, XX, 367.29
061, 73, 367.29
057, 71, 367.39
063, XX, 367.39
057, XX, 367.39
061, XX, 367.39
079, 91, 368.40
076, 61, 368.43
060, 70, 368.47
057, 54, 368.49
060, XX, 368.49
076, XX, 368.49
057, XX, 368.49
079, 76, 369.07
060, 60, 369.19
077, 64, 369.22
045, 70, 369.25
077, XX, 369.25
065, XX, 369.25
045, XX, 369.25
080, 55, 369.18
065, 71, 369.17
072, 50, 369.20
079, 76, 369.22
067, XX, 369.22
060, XX, 369.22
075, XX, 369.22
072, XX, 369.22
080, XX, 369.22
079, 75, 369.40
060, 52, 369.49
065, 62, 369.50
070, 59, 369.51
079, 78, 369.52
067, 69, 369.54
079, XX, 369.54
044, 64, 369.75
064, 90, 369.77
041, XX, 369.77
045, XX, 369.77
048, 63, 369.95
064, XX, 369.95
060, XX, 369.95
039, XX, 369.95
047, 80, 369.99
047, XX, 369.99
069, XX, 369.99
065, 87, 370.07
062, 87, 370.42
076, 74, 370.45
048, 71, 370.45
056, 77, 370.46
064, XX, 370.46
048, XX, 370.46
060, XX, 370.46
076, XX, 370.46
041, 76, 370.50
072, 94, 370.51
081, 78, 370.52
043, XX, 370.52
074, XX, 370.52
075, 65, 370.82
056, 77, 370.82
076, XX, 370.82
060, XX, 370.82
065, XX, 370.82
075, 84, 371.30
071, 74, 371.36
057, 61, 371.66
048, 64, 371.71
063, 66, 371.72
075, XX, 371.72
045, XX, 371.72
048, XX, 371.72
067, XX, 371.72
073, XX, 371.72
053, 75, 372.95
047, 72, 373.07
073, XX, 373.07
070, 77, 373.22
039, XX, 373.22
051, 74, 373.72
046, 59, 373.79
064, 65, 373.80
045, XX, 373.80
057, XX, 373.80
061, XX, 373.80
044, 78, 373.80
043, XX, 373.80
043, 58, 374.47
056, 66, 375.36
061, 62, 376.09
056, XX, 376.09
056, 73, 376.99
062, XX, 376.99
071, XX, 376.99
049, 58, 377.07
044, 61, 377.66
046, XX, 377.66
058, XX, 377.66
065, 63, 377.91
056, XX, 377.91
066, XX, 377.91
061, XX, 377.91
042, 82, 378.04
042, XX, 378.04
035, 92, 379.77
060, 82, 379.85
040, 64, 379.86
034, XX, 379.86
050, XX, 379.86
061, XX, 379.86
093, XX, 379.86
065, XX, 379.86
087, 80, 379.98
047, XX, 379.98
056, XX, 379.98
087, XX, 379.98
088, 79, 379.98
083, 73, 380.00
080, 70, 380.01
083, XX, 380.01
080, XX, 380.01
080, 66, 380.47
086, 90, 380.50
074, 78, 380.51
080, XX, 380.51
076, XX, 380.51
068, 73, 380.51
080, 74, 380.52
066, 65, 380.66
066, XX, 380.66
080, XX, 380.66
058, XX, 380.66
080, 69, 380.81
068, XX, 380.81
080, XX, 380.81
063, 76, 381.04
081, 71, 381.04
071, 75, 381.04
080, 76, 381.05
071, XX, 381.05
066, XX, 381.05
075, XX, 381.05
060, 82, 381.35
057, 61, 381.41
065, 74, 381.62
080, XX, 381.62
081, 80, 381.78
069, XX, 381.78
059, XX, 381.78
080, XX, 381.78
061, XX, 381.78
064, XX, 381.78
073, 81, 382.27
061, 78, 382.30
061, XX, 382.30
073, XX, 382.30
049, 76, 382.67
071, 80, 382.69
049, XX, 382.69
061, 57, 383.26
075, 75, 383.26
043, 66, 383.26
075, XX, 383.26
071, XX, 383.26
048, 64, 383.30
071, 66, 383.76
075, XX, 383.76
049, XX, 383.76
056, 56, 383.93
071, XX, 383.93
048, 56, 384.28
053, XX, 384.28
073, XX, 384.28
065, 66, 384.48
046, XX, 384.48
049, 65, 384.72
048, XX, 384.72
046, 69, 385.42
049, XX, 385.42
046, XX, 385.42
068, 80, 385.71
